file	segment	sentences	DeepSeek_dim1	DeepSeek_dim2	DeepSeek_dim4	GPT-4o_dim1	GPT-4o_dim2	GPT-4o_dim4	Claude_dim1	Claude_dim2	Claude_dim4
2020_MLa_113_2.docx	Elaboration	It's common to watch sports in pubs, but people also drink aclohol at home, even when they are totally alone.	L	L	H	H	L	H	H	L	H
2020_MLa_113_2.docx	Elaboration	Mostly they drink beer, that affect the health crucially, especially if they do it often.	H	L	H	H	L	H	H	L	H
2020_MLa_113_2.docx	Elaboration	Unfortunately there is a strong relation to alcohol in some kind of sports, for example beer is one of the main atrributes of most footbal fans, at least when they watch it at home or at pubs.	H	L	H	H	L	H	H	L	H
2020_MLa_113_2.docx	Argument	And once again, when you participate in any kind of sports, you won't drink any alcohol for sure	L	H	H	L	H	H	L	H	H
2020_MLa_113_2.docx	Conclusion	In conclusion, I want to say that watching sports could affect you not that bad if you do it healthy and rarely.	L	H	L	L	L	L	L	L	L
2020_MLa_113_2.docx	Conclusion	However, doing sports instead of watching it would be a much better investment of your time.	H	H	H	H	H	H	H	H	H
2020_MLa_114_2.docx	Introductory	Sports has become one of the most controversial topic over 5 last years.	H	L	H	L	L	H	H	L	H
2020_MLa_114_2.docx	Introductory	People often discuss behavior of fans and honesty of some rules at sports.	L	L	H	L	L	H	L	L	H
2020_MLa_114_2.docx	Thesis	Some people believe that watching sports live or on TV is the last cause.	H	L	L	H	L	L	H	L	H
2020_MLa_114_2.docx	Thesis	I agree with this opinion.	H	H	H	H	H	L	H	H	H
2020_MLa_114_2.docx	Thesis	In my essay i will provide arguments for my point of view.	H	L	L	L	L	L	H	L	H
2020_MLa_114_2.docx	Argument	First of all, watching sports is a time consuming action.	H	H	L	H	H	L	H	H	L
2020_MLa_114_2.docx	Elaboration	People spend evenings at football matches or hockey rinks rooting for their teams.	H	H	H	H	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Some sport matches are longer than 90 minutes and we are not speaking about different cups and championships.	H	H	H	H	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Some fans can be immersed into the contest for a week or longer.	L	H	H	H	H	H	H	L	H
2020_MLa_114_2.docx	Elaboration	Not only does they simply loose they time, but they also loose possibilities to be productive.	H	L	H	H	L	H	H	L	H
2020_MLa_114_2.docx	Elaboration	Instead of looking at ice skaters or table tennis players sport fans could read some books or take some interesting educational courses.	H	H	H	H	H	H	H	L	L
2020_MLa_114_2.docx	Argument	Secondly, watching TV as well as attending live sports events can be dangerous.	H	H	L	H	H	L	H	H	L
2020_MLa_114_2.docx	Elaboration	We all know numerous tragic events that happened at sports venues.	H	H	H	H	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Some fans had thrown fireworks at the crowd, terrorists had taken the stadiums and etc.	H	L	H	H	L	H	H	L	H
2020_MLa_114_2.docx	Elaboration	Moreover, the most frightening thing that can happen at the venue is the panic.	L	H	H	H	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Due to panic many people were crushed by the crowd at sports centers.	H	H	H	H	H	H	H	H	H
2020_MLa_114_2.docx	Elaboration	Watching sports at home also not the safest thing, because it can deal a huge damage to your eyes.	H	L	L	H	L	L	H	L	H
2020_MLa_114_2.docx	Elaboration	Also, while people are watching sports, they can feel stress and anger that can be harmful for their mental heath.	H	L	H	H	L	H	H	L	H
2020_MLa_114_2.docx	Introductory	Overall, different people can have different points of view and my is just an opinion.	L	H	L	L	L	L	L	L	L
2020_MLa_114_2.docx	Conclusion	To sum up, I want to say that watching sports is not a really productive action.	H	H	H	H	H	L	H	H	L
2020_MLa_114_2.docx	Conclusion	It can have some risks as wall.	L	L	L	H	L	L	L	L	H
2020_MLa_114_2.docx	Conclusion	I hope that people will find more sufficient ways to spend their free time.	H	H	L	H	H	L	H	L	L
2020_MLa_115_2_.docx	Thesis	Watching sports, either in real life or on a TV screen, is considered by some people to be a waste of time, while others argue that it is quite the opposite.	H	H	H	H	H	H	H	H	H
2020_MLa_115_2_.docx	Thesis	In my personal opinion, both sides are right in their own ways.	H	H	H	H	H	L	H	H	L
2020_MLa_115_2_.docx	Argument	On the one hand, watching sports is a popular way to spend time sitting in front of the TV or in the arena,	H	H	H	H	H	L	L	L	H
2020_MLa_115_2_.docx	Elaboration	which leads people to argue that the time wasted sitting could be spent being more active and healthy, especially considering how many people prefer eating snacks while being entertained.	H	L	H	H	L	H	H	L	H
2020_MLa_115_2_.docx	Elaboration	I have to agree with that sentiment - sitting in one place and spectating the teams for hours while consuming some really unhealthy products like chips, beers and popcorn can lead to a lot of problems with your body, mainly heart, stomach and muscles.	H	L	H	H	H	H	H	H	H
2020_MLa_115_2_.docx	Elaboration	And considering that nowadays most sports events are being watched on TV, computers and phones, people's eyesight is suffering as well.	H	L	H	L	H	H	H	H	H
2020_MLa_115_2_.docx	Elaboration	If sports and activities are a big part of your life, participating in sports yourself can be considered a more productive and fun way to spend time.	H	H	H	H	H	L	H	H	H
2020_MLa_115_2_.docx	Argument	On the other hand, watching sports and vouching for the team of choice brings fans a lot of happines, which for a lot of people means that the time spent was worth it.	H	L	H	H	L	H	H	L	H
2020_MLa_115_2_.docx	Elaboration	In my opinion, this way of thinking is also right.	H	H	H	L	H	L	L	H	L
2020_MLa_115_2_.docx	Elaboration	I believe that anything that brings people joy should not be considered a waste of time, no matter how unproductive it is for the others.	H	H	H	H	H	L	H	L	H
2020_MLa_115_2_.docx	Elaboration	Not to mention, sport events always bring people together, either in sadness over a loss or happiness over a victory.	H	H	H	H	H	H	H	H	H
2020_MLa_115_2_.docx	Elaboration	And time spent with your family, friends or even sometimes strangers should not be considered a waste by any accounts.	H	H	H	H	H	H	H	H	H
2020_MLa_115_2_.docx	Argument	Also for a lot of people simply watching sport is the only way to have sport in their lives at all -	H	L	H	H	L	L	H	L	H
2020_MLa_115_2_.docx	Elaboration	disabilities, jobs, families and inability to access any sports facilities prevent people from participating in sport in real life.	L	L	H	H	L	H	H	L	H
2020_MLa_115_2_.docx	Elaboration	For them there is no other choice than to "waste" time speculating the events.	H	L	H	H	L	H	H	L	H
2020_MLa_115_2_.docx	Conclusion	In the end, seeing the time spent watching sports as either a waste of time or its good use comes from people's values in life - productivity and achievments or relationships and joy.	H	L	H	H	L	H	H	L	H
2020_MLa_116_2.docx	Thesis	Nowadays watching sports on television or at live sports events has become extremely popular among people around the world.	H	H	H	H	H	H	H	H	H
2020_MLa_116_2.docx	Thesis	However, some people consider that it is a total waist of time.	H	L	H	L	L	H	H	L	H
2020_MLa_116_2.docx	Thesis	Personally I would disagree, due to the fact that watching sports could be a great hobby or a way to spend your leasure time.	H	L	H	H	L	H	H	L	H
2020_MLa_116_2.docx	Argument	First of all, I would note that watching sports or visiting sport events could become a favourite activity.	H	H	H	H	H	H	H	H	H
2020_MLa_116_2.docx	Elaboration	Additionally, it could help to find new aquaintances and friends, who would share your interests in sports.	H	L	H	H	L	H	H	L	H
2020_MLa_116_2.docx	Argument	Secondly, It can give you an opportunity to travel more, if an event takes place in other countries.	H	L	H	H	L	L	H	L	L
2020_MLa_116_2.docx	Elaboration	Moreover, you could learn more about sports in othes countries and certainly more about their culture.	H	L	H	H	L	H	H	L	H
2020_MLa_116_2.docx	Argument	Thirdly, besides that learning more about sports would undoubtedly broaden your horzons and bring up new connections.	H	L	H	H	L	H	H	L	H
2020_MLa_116_2.docx	Conclusion	All in all, I would say that in my opinion watching sports is a great activity for everyone, no matter what your age or gender is.	H	H	L	H	H	L	H	H	H
2020_MLa_117_2_.docx	Thesis	Some people believe that watching sports on TV or going to some sports matches are useless.	H	H	H	H	H	H	H	H	H
2020_MLa_117_2_.docx	Thesis	However there is an opposite opinion.	L	H	H	L	H	H	L	L	H
2020_MLa_117_2_.docx	Thesis	I definitely agree with the first point of view.	H	H	L	H	H	L	H	H	L
2020_MLa_117_2_.docx	Thesis	Futher i will explain why am i thinking so..	H	L	H	L	L	L	H	L	H
2020_MLa_117_2_.docx	Argument	First of all, if people ar watching sports on TV, it can causes some problems with their health.	H	L	L	H	L	L	H	L	L
2020_MLa_117_2_.docx	Elaboration	For example, all kinds of sports are mostly long, they can take up to 3 hours.	H	L	H	L	L	L	H	H	H
2020_MLa_117_2_.docx	Elaboration	Such long period of time sitting on a couch in front of TV can cause problems with eyes and back.	H	L	H	H	H	H	H	L	H
2020_MLa_117_2_.docx	Elaboration	Eyes can dry and start hurting, and moreover the person can worse the ability to see.	H	L	H	H	L	H	H	L	H
2020_MLa_117_2_.docx	Elaboration	Sitting for 2 or 3 hours can also hurt man's back because he will watch TV and not the way he is sitting.	H	L	L	H	H	H	H	L	L
2020_MLa_117_2_.docx	Argument	Talking about visiting live sports event for watching a match, is not very useful too.	H	L	L	H	L	L	H	L	L
2020_MLa_117_2_.docx	Elaboration	On such events you can meet a lot of people, who are very anxious about the match.	L	L	H	L	H	H	H	H	H
2020_MLa_117_2_.docx	Elaboration	Such people will not think about others: about their private space, about their fellings and so on.	L	L	H	L	L	H	H	L	H
2020_MLa_117_2_.docx	Argument	One more reason not to go to such events just to watch the play is the level of sound.	H	H	L	H	H	L	H	H	L
2020_MLa_117_2_.docx	Elaboration	All people at these events will be screaming so loud that a man cannot hear what his friend, who is sitting next to him, is saying.	H	H	H	H	H	H	H	H	H
2020_MLa_117_2_.docx	Elaboration	If a person takes part in screaming with others it can cost him a sore and hurting throat.	H	L	H	H	H	H	H	L	H
2020_MLa_117_2_.docx	Elaboration	Moreover the weather on the day of such event can be awful.	L	L	L	L	H	L	H	L	L
2020_MLa_117_2_.docx	Elaboration	For example, it can start raining and the wind will be very strong.	L	H	H	L	H	H	L	H	H
2020_MLa_117_2_.docx	Elaboration	It can also cause some problems with health: person can catch cold or some different infection.	H	L	H	H	L	H	H	L	L
2020_MLa_117_2_.docx	Conclusion	In conclusion, i would like to say that however there are two different opinions, which can both be accepted, i truly belive that watching sports on TV or at some sport events are useless.	H	L	L	H	L	L	H	L	L
2020_MLa_118_2.docx	Introductory	It's believed that spending time at watching TV sport programmes is not profitable.	H	L	H	H	H	H	H	L	H
2020_MLa_118_2.docx	Introductory	However, some people say it can develop your skills and techniques.	H	H	H	L	H	H	L	H	H
2020_MLa_118_2.docx	Thesis	As for me, I suppose that watching sports via TV won't help you become a professional at sport.	H	H	H	H	H	H	H	H	H
2020_MLa_118_2.docx	Thesis	Moreover, sport events are not very interesting to be seen through television channels.	H	H	H	H	H	H	H	H	H
2020_MLa_118_2.docx	Argument	people say that you can learn a lot from sport programmes.	L	H	H	L	L	L	L	L	H
2020_MLa_118_2.docx	Elaboration	Firstly, as you watch the play, you start to remember all the practice of the best sportsmen in the world.	L	L	H	L	H	H	H	H	H
2020_MLa_118_2.docx	Elaboration	Secondly, if you listen to the words during the recording of the sport event, you learn and repeat the main rules.	L	H	H	H	H	H	L	H	H
2020_MLa_118_2.docx	Elaboration	Besides, you don't have to spend money on the tickets as the translation is free on TV channels.	L	H	H	L	H	L	L	L	L
2020_MLa_118_2.docx	Argument	But I disagree with this opinion as watching sport programmes is not a striking thing for me.	L	L	L	L	H	L	L	H	L
2020_MLa_118_2.docx	Argument	In addition, tickets are not very expensive.	L	H	L	L	H	L	L	H	L
2020_MLa_118_2.docx	Elaboration	However, it's agreed that you won't become the World champion because of the sitting on the sofa and watching sports on TV.	H	L	L	L	H	L	H	L	L
2020_MLa_118_2.docx	Elaboration	You need to visit a gym, to train a lot and to take part in numerous competitions to catch a success in this sphere.	H	L	H	L	L	H	H	L	H
2020_MLa_118_2.docx	Argument	Besides, it's much more attractive to visit the play in the real life than to watch it at home for many reasons.	H	L	L	H	H	L	L	L	L
2020_MLa_118_2.docx	Elaboration	The first reason is that fascinating feelings are provided at the same time you see the players who are not far from you.	H	L	H	H	H	H	H	L	H
2020_MLa_118_2.docx	Elaboration	Also, you can be aware of the everything happening at the stadium.	L	L	H	L	L	H	H	L	H
2020_MLa_118_2.docx	Elaboration	If you watch the sport programme, you can see only those things that the operator wants to record.	H	H	H	H	H	H	H	L	H
2020_MLa_118_2.docx	Elaboration	I agree with this pont of view as I'm fond of visiting plays and competitions in real life.	H	L	H	H	L	L	H	L	L
2020_MLa_118_2.docx	Elaboration	It's a majestic experience to be there.	H	H	H	H	H	H	H	H	H
2020_MLa_118_2.docx	Conclusion	In conclusion, I' d like to say that sport is an essential part of our life.	L	H	L	L	H	L	L	H	L
2020_MLa_118_2.docx	Conclusion	In my opinion, watching it at home is not as much striking as watching it at the stadium.	H	H	H	H	H	H	H	H	H
2020_MLa_118_2.docx	Conclusion	You need to experience this activity in real life to feel all the dignities.	H	L	H	H	L	H	H	L	H
2020_MLa_119_2_.docx	Thesis	There is an opinion that spending free time watching a certain sport simplykills precious time.	H	L	H	L	L	H	H	L	H
2020_MLa_119_2_.docx	Thesis	But i strongly disagree with such a statement, since my opinion, this is a very useful pastine, which has many advantanges of its own.	H	L	H	H	L	H	H	L	H
2020_MLa_119_2_.docx	Argument	Let's take for consideration the fact that watching sports in your free time can teach you a few things, like collaboration and teamwork.	H	H	H	H	H	H	H	H	H
2020_MLa_119_2_.docx	Elaboration	If you watch sports teams, you can see how they demonstrate an amazing team work and spirit that can be applies in everyday situations, as well as at work and study.	H	L	H	H	L	H	H	L	H
2020_MLa_119_2_.docx	Elaboration	In addition, watching the game, we gain new knowledge without leaving the couch.	H	H	H	H	H	H	H	H	H
2020_MLa_119_2_.docx	Elaboration	Moreover, you can share watching sports with your lovely family and closed friends by killibg two birds with one stone - to spend time with closed people and enjoy a good game.	H	L	H	H	L	H	H	L	H
2020_MLa_119_2_.docx	Elaboration	And even better, when you all are rooting for one favorite team or sportsman or woman, it makes you very close.	H	L	H	H	H	H	H	L	H
2020_MLa_119_2_.docx	Conclusion	So we concluse that watching sports doesn't have negative things, but only provides many benefits.	H	L	H	H	L	L	H	L	H
2020_MLa_119_2_.docx	Argument	Also a huge plus is that sports fans have favorite sportsman/woman.	H	L	H	L	L	L	L	L	H
2020_MLa_119_2_.docx	Elaboration	They admire and imitate them.	H	H	H	H	H	H	H	H	H
2020_MLa_119_2_.docx	Elaboration	It's a big motivation for them to become better and healthier.	H	H	H	L	H	H	H	H	H
2020_MLa_119_2_.docx	Elaboration	And how can this not please, because now there are much more healthy people, runners, people, who just do exercises on the street.	H	L	H	L	L	H	L	L	H
2020_MLa_119_2_.docx	Conclusion	I believe that this is a consequence of people watching sports.	L	H	L	L	H	H	L	H	H
2020_MLa_11_2.docx	Introductory material	There are people saying that watching sports events on TV or at live sports events is a waste of time.	H	H	H	H	H	H	H	H	H
2020_MLa_11_2.docx	Thesis	I totally disagree with this opinion and think that spending time watching sports on television or live can be entertaining and useful.	H	H	H	H	H	H	H	H	H
2020_MLa_11_2.docx	Argument	Firstly, this kind of activity helps to gather people together in order to watch and support favourite teams or athletes.	H	H	H	H	H	H	H	H	H
2020_MLa_11_2.docx	Elaboration	No matter where television feeds will be watched either at home or at the bar this activity helps to build relationships through supporting teams and discussions them.	H	L	H	H	L	H	H	L	H
2020_MLa_11_2.docx	Elaboration	Moreover, without a doubt watching live sports events together with family can be kind of tradition.	H	H	H	H	H	H	H	H	H
2020_MLa_11_2.docx	Elaboration	For example, my family has a tradition to watch biathlon together in winter.	H	H	H	H	H	H	H	H	H
2020_MLa_11_2.docx	Elaboration	We meet in the evening one hour before a TV translation and prepare to watch our favourite winter sport.	H	L	H	H	L	H	H	L	H
2020_MLa_11_2.docx	Elaboration	Thus, we sufficiently spend time together communicating with each other while watching TV.	H	L	H	H	H	H	H	H	H
2020_MLa_11_2.docx	Argument	Secondly, watching live sports events at stadium gives outstanding emotions.	H	L	L	H	L	L	H	L	L
2020_MLa_11_2.docx	Elaboration	Even though one ticket to live sport event can be too expensive and it can be used only once unlike TV, TV translation does not give the feelings that gives live sports events.	H	L	H	H	L	H	H	L	H
2020_MLa_11_2.docx	Elaboration	Watching sports events at stadium gives an opportunity to see favourite athletes and probably to make photo with him.	H	L	H	H	L	H	H	L	H
2020_MLa_11_2.docx	Elaboration	Furthermore, there is unforgettable emotions when your team wins.	H	L	H	H	L	H	H	L	L
2020_MLa_11_2.docx	Elaboration	For instance, I usually go to hockey matches with my brother and we support one team, we really like this activity and really enjoy the atmosphere at the stadium.	H	L	H	H	L	H	H	L	H
2020_MLa_11_2.docx	Conclusion	Finally, I think watching sports is not a waste of time and it can be really useful, because this activity gathers people together and gives outstanding emotions.	H	H	H	H	H	H	H	H	H
2020_MLa_120_2_.docx	Introductory	In this day and age it is a well-known fact that sports is en essential part of our everyday life and we cannot imagine our routine without it.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Thesis	Some people believe that people shoud not spend their time by watching sports, others, however, argued that they ought to watch it.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Thesis	This essay will examine the adavantages and disdvantages of watching sports.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Argument	Firstiy, sports competitions and games between different countries unites people an makes them more loved in their countries.	H	L	H	H	L	L	L	L	H
2020_MLa_120_2_.docx	Support	I mean that during sports competitios the patriotic spirit is appeared amount of people in one country.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Support	For example, everyone knows about footdall championship, where people uniting by nervesing about the results of these competitions.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Support	Moreover, watching sports is very important because it formulate peoples' attitude to sports activities.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Support	In other words, some people will go doing some sports after watching it on the For inctance, many children attend sports sections because of parents, preferancies in sports, translation on the TV.	L	L	H	L	L	H	L	L	H
2020_MLa_120_2_.docx	Argument	However, watching sports has some major disadvantages like it takes a lot of time and it is a waste of money.	H	H	H	H	H	L	L	L	H
2020_MLa_120_2_.docx	Support	Firstly, sports competitions take too much time.	H	H	H	H	H	H	H	H	H
2020_MLa_120_2_.docx	Support	I mean that these competitions are translaiting every day on the TV and true fans prefer watch it all time, rather then doing more important things.	H	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Support	Furthetmore, tickets are not so cheap as on the other ways of entertainment.	L	L	L	H	L	L	H	L	L
2020_MLa_120_2_.docx	Support	In other words, if a person wants to ettend some life sports event, he or she will pay valuable amount of money for a ticket.	L	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Support	For example, average price per one tichet on the competition is 3000 rubls..	L	L	H	H	L	H	H	L	H
2020_MLa_120_2_.docx	Conclusion	All things considered, I would like to say that although watching sports have sertain negative sights like taking a lot of time and wasting money, it has an extremely positive impact on potriotical spirit of people and their health.	H	L	L	L	L	L	L	L	L
2020_MLa_120_2_.docx	Conclusion	I believe that these benefits of watching sports outweight its drawbacks.	H	L	H	L	L	H	L	L	H
2020_MLa_121_2_.docx	Thesis	Since ancient times sport has been one of most lovely ways to spend the time: to watch or participate, but some people are considered that it is absolutely useless.	H	L	H	L	L	H	H	L	H
2020_MLa_121_2_.docx	Thesis	I am convinsed that it is not the most preferable way of spending time, but it is not meaningless and negative.	H	L	H	H	L	H	H	L	H
2020_MLa_121_2_.docx	Argument	On the one hand, watching sports is just about sitting or standing and shouting sometimes.	L	H	L	L	H	H	H	H	H
2020_MLa_121_2_.docx	Elaboration	It is clear that lots of people enjoy watching sports just because they do not want to do anything else like cleaning the flat or house or talking to wife and kinds.	H	L	H	H	L	H	H	L	H
2020_MLa_121_2_.docx	Elaboration	These people sometimes are so tired of their work and routine life and want just to relax or to sleep listening to the sport commentator.	H	H	H	L	H	H	H	H	H
2020_MLa_121_2_.docx	Argument	On the other hand, such way of spending time like watching sports can give bright emotions and wonderful memories, it gives an opportunity to get rid of stress and to relax, to get to know some new information.	H	L	H	H	L	H	H	L	H
2020_MLa_121_2_.docx	Elaboration	For example, people often watch the game or match with their freinds, they talk a lot, laugh and discuss noticeable news from sport world or from other spheres and fields.	H	L	H	H	L	H	H	L	H
2020_MLa_121_2_.docx	Elaboration	Besides, watching sports some persons can probably understand that they are interested in them and want not only to be a spectator, but to try to participate, so watching sports is useful for health too.	H	L	H	H	L	H	H	L	H
2020_MLa_121_2_.docx	Conclusion	To sum up, watching sports on TV or at the stadium is rather a controversial spending of time.	H	H	H	H	L	H	H	H	H
2020_MLa_121_2_.docx	Conclusion	From my point of view, it can give many useful positive effects on some sides of peoples life.	H	L	H	H	L	H	H	L	H
2020_MLa_122_2.docx	Introductory	Nowadays the role of sport in people's life is rather a controversial issue.	H	H	H	H	H	H	H	H	H
2020_MLa_122_2.docx	Thesis	This essay absolutely agrees with the view that watching sports is not useful, because it is not helpful for people's life and people can do other important things instead of it.	H	L	H	H	H	H	H	L	H
2020_MLa_122_2.docx	Argument	It is known that doing sports is much better than just watching it.	H	H	H	H	H	H	H	H	H
2020_MLa_122_2.docx	Elaboration	For example, in early childhood it is very important to go to the doctor every month or two and every doctor says that baby needs some activities, he advises mothers to take them to some sports club where the health of children will be improved.	L	L	H	L	L	L	L	L	L
2020_MLa_122_2.docx	Elaboration	Instead of wasting time watching sports either on TV or at live sports event people should do more useful things.	H	H	L	H	L	L	H	H	L
2020_MLa_122_2.docx	Elaboration	When you watch something, you cannot do anything else, because your brain is busy at this moment and you follow the game and this time is useless as you just receive positive emotions.	H	L	H	H	L	H	H	L	H
2020_MLa_122_2.docx	Elaboration	There are a lot of different activities that allow people to relax and to make their lives better.	H	H	L	H	H	L	H	H	L
2020_MLa_122_2.docx	Elaboration	For example, reading.	H	L	H	L	L	L	H	L	L
2020_MLa_122_2.docx	Elaboration	When you read something, you relax and improve your knowledge and skills in some spheres at the same time, it is much more useful and helpful for people.	H	L	H	L	L	L	H	L	H
2020_MLa_122_2.docx	Argument	When people do exercises, they become healthier and they can improve different opportunities of their bodies, doing activities helps children to grow in a right way and to develop their coordination.	L	L	L	L	L	L	L	L	L
2020_MLa_122_2.docx	Conclusion	To conclude, there are different opinions on the question whether watching sports is a waste of time or not.	L	H	L	L	H	L	L	H	L
2020_MLa_122_2.docx	Conclusion	I am absolutely sure that there are a lot of things in our life that are more important, interesting and useful than watching sports.	H	H	H	H	H	H	H	H	H
2020_MLa_123_2_.docx	Introductory	There are group of people who clame that spending time on virtual sports is absoulutly useless.	L	L	H	L	L	H	L	L	H
2020_MLa_123_2_.docx	Introductory	But there are also other people that prefer spend their time such way.	L	L	H	L	L	H	L	L	H
2020_MLa_123_2_.docx	Introductory	In this essay I will write about my opinion oh this very interesting theme.	L	L	L	L	L	L	L	L	L
2020_MLa_123_2_.docx	Introductory	Seven billion people on the Earth and seven billion different opinions.	L	L	L	L	L	L	L	H	L
2020_MLa_123_2_.docx	Introductory	Both have it's proa and cons.	L	L	L	L	L	L	L	L	L
2020_MLa_123_2_.docx	Argument	On the one hand we have opportunity to go to the stadium, feel more deep emotions and get new memory.	L	L	H	L	L	L	L	L	L
2020_MLa_123_2_.docx	Elaboration	The majority of true lovers of sports would like to visit such event.	L	L	H	H	H	H	L	L	H
2020_MLa_123_2_.docx	Elaboration	It could be caused by several reasons.	L	H	L	L	H	L	L	H	L
2020_MLa_123_2_.docx	Elaboration	For example, a lot of people see their future connected with sports, they are inspired by it and have aim to look and be like their idol.	L	L	H	L	L	L	L	L	L
2020_MLa_123_2_.docx	Argument	The second reason is a desire to make your own life more interesting and full of breathtaking moments to have more stories to tell in the future.	L	H	L	L	H	L	L	H	L
2020_MLa_123_2_.docx	Argument	Also such events help people to find friends.	L	H	L	L	H	L	L	H	L
2020_MLa_123_2_.docx	Argument	On the other hand we can save our money on tickets, time on riding to the stadium from home and spend time in more relaxed atmosphere and so on.	L	L	L	L	L	L	L	L	L
2020_MLa_123_2_.docx	Elaboration	This way can teach people something new because when you do not disturbed by other emotions, people and when you can see the whole situation on TV, you see more than people on a large stadium.	L	L	H	H	L	H	L	L	L
2020_MLa_123_2_.docx	Elaboration	It is very useful for analysing the game and strategy of teams.	L	H	H	L	H	H	L	H	H
2020_MLa_123_2_.docx	Elaboration	Also, wathcing sports on TV and live translations can give an opportunity to spend time with family and friends, when one of them is ill or pregnant or already have a children or pet and do not have a possibility to leave them with somebody.	H	L	L	L	L	L	L	L	L
2020_MLa_123_2_.docx	Argument	And the last reason that I will notice is that nowadays during coronavirus pandemic, it is very scary and dangerous to visit such overcrowded events.	L	L	H	L	L	L	L	L	L
2020_MLa_123_2_.docx	Conclusion	In concluslusion, people should spend their time as they want.	L	L	L	L	L	L	L	L	L
2020_MLa_124_2.docx	Introductory	Sport has always been not only a mean of keeping yourself fit and being active, it is also an entertainment that attracts a lot of people, who watch different sport events on television or visit them themselves.	H	L	H	H	L	H	H	L	H
2020_MLa_124_2.docx	Thesis	However there is a belief that such time spending is useless.	H	L	H	L	L	H	H	L	H
2020_MLa_124_2.docx	Thesis	I do not agree with such statement.	H	H	H	L	L	H	H	H	H
2020_MLa_124_2.docx	Argument	There are a lot of people who are keen on sport but can not take part in such activities for various reasons, like health or lack of facilities in the area.	H	H	L	H	H	L	H	H	L
2020_MLa_124_2.docx	Elaboration	For such people, it is the only way of feeling the same excitement as if they were playing or participating in some game themselves.	H	H	H	H	H	H	H	H	H
2020_MLa_124_2.docx	Elaboration	They also can transfer their intrest in a slightly different area of involvement.	H	L	H	H	L	L	H	L	H
2020_MLa_124_2.docx	Elaboration	Spectators are very likely to gain intrest in learning different moves, some techniques and at some point this can become their proffesional interest.	H	L	H	H	L	H	H	L	H
2020_MLa_124_2.docx	Elaboration	There is a fact which shows that most of successful referees and commentators were huge fans of sport, so the opportunity to watch sport can become something professional and even provide an income.	H	H	H	H	H	H	H	L	H
2020_MLa_124_2.docx	Argument	It is undoubtable that an enourmous amount of people watch sport, and keeping up with majority's interest can help people to sociolize and feel not excluded from the group.	H	L	H	H	L	H	H	L	H
2020_MLa_124_2.docx	Elaboration	Such sense of belonging is vital for human beings and it is evident that creating communities, like a sporting one, can provide this.	H	H	H	H	H	H	H	H	H
2020_MLa_124_2.docx	Elaboration	For example, everybody knows various football clubs exist, and their members are united by the same ideas and the same interest and most of their free time is spended together, usually by watching matches on TV in pubs or community house if there is one.	H	L	H	H	L	H	H	L	H
2020_MLa_124_2.docx	Elaboration	People enter these club because of the welcoming atmosphere there and acception by co-members, and developing mutual affection for sport will only strengthens thier bonds and minimise the feeling of lonelyness.	H	L	H	H	L	H	H	L	H
2020_MLa_124_2.docx	Conclusion	In conclusion, I stick to the opinion that watching sports is an interesting and somehow profitable time spending for it can become a true hobby or an area of professional interest, alongside with providing a membership to a group of people with same passions.	H	L	H	H	L	H	H	L	H
2020_MLa_125_2.docx	Thesis	Some people believe that watching any sport events in any variants is a completely useless way to spend your free time.	H	H	H	H	H	H	H	L	H
2020_MLa_125_2.docx	Thesis	I strongly disagree with this statement.	H	H	H	L	H	H	H	H	H
2020_MLa_125_2.docx	Argument	First of all, watching any kind of tournament or sport competition is granting the observer an enourmous amount of emotions, usually the good ones.	H	L	L	H	L	L	H	L	L
2020_MLa_125_2.docx	Elaboration	The viewer is absolutely astonished by the match, so he can forget about any unpleasant moments, reduce the stress from work or everyday chores.	H	H	H	H	H	H	H	H	H
2020_MLa_125_2.docx	Elaboration	The great happiness, joy and pride overwhelm the football fan when his national team scores a goal in the world championship.	H	H	H	H	H	H	H	H	L
2020_MLa_125_2.docx	Argument	At the same time some people find watching sports not very attractive.	L	H	L	L	H	L	L	H	H
2020_MLa_125_2.docx	Argument	The main argument for this point of view is that it is possible to spend free time in a lot of more usefull ways, for example, doing sports on your own.	L	H	H	L	L	H	L	L	H
2020_MLa_125_2.docx	Elaboration	This will help you to get fit and will lead to improvement in your health, while sitting either on your sofa or at the stadium without any physical activities will be only harmful.	H	L	H	L	H	H	H	H	H
2020_MLa_125_2.docx	Elaboration	In addition sport fans often like to eat some unhealthy snacks, for example a pack of chips, and may be even drink a bottle of beer, which is a right way to get some illnesses like obesity.	L	L	H	L	L	H	L	L	H
